,6D26_lig-to-AF_6D26,6D27_lig-to-AF_6D26
0,4.316834983762155,1.8771026529042536
1,2.3932354689480158,3.3973073673718233
2,4.0367874951552185,3.064548853401829
3,4.059834002038669,6.532578413535558
4,4.008653570367609,3.4357659144879262
5,4.146519819442815,1.7945041234741324
6,4.285485774005249,2.86807246339877
7,4.300037691091637,3.383137488511498
8,9.873849841884436,1.8240981338591338
9,4.530354852803596,3.1017640338374455
10,4.335482773085108,3.7963919465208
11,4.162500888408132,3.705819366369551
12,3.6849555753077903,3.139956952220594
13,4.272441593616692,3.4559439950897755
14,4.01752711446871,3.5917515829440556
15,4.403641449090487,4.23436481242091
16,7.755317972953947,3.187920484146592
17,9.843932757018575,3.5762421386371543
18,10.236363842737532,1.6691317584409469
19,4.6446283397359815,4.254364098656307
20,4.150904369546009,3.4844437075943704
21,7.9533956852781795,3.7939481351547935
22,9.716709608492966,4.2241692793442
23,7.391429796565765,3.1743866529591385
24,3.7385912071968725,3.159111339373919
25,7.763041043660908,3.201165529771016
26,4.2500981308707875,4.42016888737582
27,4.445384903280126,3.2280684808676248
28,4.834286540469612,2.788733274259548
29,4.73743401251596,1.4498495262744462
30,3.730385258786801,3.0866726496433943
31,3.8233547488755906,2.005611611221962
32,3.5468546038202926,2.4968296736750326
33,3.902168954598946,4.073651962008226
34,2.480953978768129,1.5220499141215782
35,2.97873180187802,1.8732900847067122
36,7.576674077709058,3.708202111663515
37,4.43644443794578,3.8168488623922543
38,4.6245062104901855,9.417760545381267
39,4.18090459449568,4.010006296763693
40,4.144476642094288,4.991180393717497
41,3.798706813518991,7.830619624507002
42,4.321858499549008,3.7023557302250465
43,9.791751403503412,2.4063575012703815
44,5.915323505837665,3.9241111619933005
45,10.252134574411048,3.6756374400292566
46,7.577243198038819,4.961199618554419
47,4.444214256476871,7.7979212990844005
48,7.637791640587686,3.180342222509839
49,10.227806091072674,3.891132455421199
50,6.046501337255116,5.5610914327986665
51,5.976850553048439,4.199199358961946
52,8.405932171151006,3.4329428992570996
53,8.481371384607076,3.840096088018611
54,4.459572250653765,3.572681298239869
55,4.915822998150549,3.7303584276978605
56,10.30641107333845,3.4183381487046205
57,6.227991870734451,9.450464267667746
58,9.96290520962942,4.934765528504501
59,4.586564875663659,3.5825251305411565
60,7.624392321659764,4.359733131052298
61,9.899392878180102,4.317829161705342
62,10.216655993308246,3.5993438092031433
63,9.354549266027584,4.091463751878927
64,10.420973609338484,4.155119002687616
65,10.679821557220464,9.415189164366915
66,10.431162703520483,10.05134431077038
67,4.623270250071144,3.977107798961409
68,9.740440702070849,3.6609301933426854
69,4.532602695893774,4.533059518398121
70,4.510390546623958,3.270051587107774
71,8.608039368605825,9.245436289473576
72,9.61819293571374,3.6531149558359157
73,9.658735580500696,3.80098828308513
74,11.350454597237961,9.673131939105536
75,9.546216719026978,4.005697644129417
76,10.974857396951032,9.997568932211754
