,5ZKP_lig-to-AF_5ZKP,5ZKQ_lig-to-AF_5ZKP
0,3.8943965202682453,1.9021315946096429
1,3.9388757458793884,2.968889519907074
2,4.118504486367314,8.13335157645829
3,3.734884690500895,1.212092191991828
4,4.106519848587568,1.1373315302473983
5,3.9719135725794805,1.9004240113404154
6,3.9625295396039903,8.816676143240297
7,3.9010589421112076,2.993072388456504
8,3.912480316203776,0.6413788951137056
9,1.7464948123937045,1.9229055745825046
10,4.195928633302352,3.0953894044328703
11,3.90469124814853,1.8405091394410558
12,1.5322753396719395,3.1438993900737215
13,3.723832369869209,3.0309583695466777
14,2.134661235066315,4.142252238782631
15,3.9211381833240444,1.666288484174726
16,3.860033828654716,1.4439439060719736
17,3.472062443156861,0.6666152333732747
18,4.062941862024888,1.6430575808402994
19,3.705751913104668,1.2037590142837287
20,2.185133912911948,1.7205842320845235
21,2.270634484699255,8.825668300543057
22,3.71817783611625,2.18462620905572
23,2.1872741699625577,1.2925356649388833
24,1.6886021054441522,4.0796082824910105
25,2.1858332836726833,8.41691018683446
26,4.0945730394556445,1.6558401310210666
27,3.8524085555307175,1.554530748421145
28,2.0955078549758928,2.1410579860318473
29,3.8421619493829167,1.9631817309933242
30,7.528512349283611,1.9213826914206142
31,7.568243309272354,4.836281853586288
32,1.8778716914263727,1.7340872247146015
33,3.9720641602782587,8.759999972347263
34,2.165414464133011,2.9845500916463013
35,3.9504135514524954,2.9103281370164833
36,2.147763265705017,2.542738681081751
37,1.486445728320891,1.2124258270149626
38,8.040170587199967,2.233483145800641
39,3.90224540691665,2.287709007053017
40,8.176576220233425,2.5878778166756047
41,3.8678792028380404,2.943950612792174
42,2.228446125320253,1.2108206499481844
43,1.9959278816933896,2.411170908396145
44,4.0381590744879885,2.7883543931726558
45,3.787209499139207,8.329359457305012
46,7.732250653435258,9.576669038887093
47,1.5238722597158678,3.7924655067645388
48,8.342520919500133,1.6817869516569939
49,7.495819405660099,2.369922927268182
50,7.738951921696498,2.5616466404030915
51,8.17596407361737,8.576209510525159
52,8.12925725714629,4.79311481433992
53,3.9455193479576147,1.473036309745886
54,8.236792853645708,2.7207813892743715
55,1.6666007870031851,1.6162239899637294
56,7.632963479139386,8.98325301505572
57,8.22971088217519,4.681953434457486
58,7.760173424105972,1.35013277876078
59,4.5278439052345805,2.3799746074616417
60,8.377787573118995,2.904991901018845
61,4.076025607886148,4.483471127801548
62,8.210417437707239,8.978015917606875
63,5.188005159526782,9.025788890865943
64,7.5793881729687,3.8257646569625354
65,4.303200190912904,2.702109603282328
66,8.34356897771969,2.031361860848283
67,8.394033880212898,2.5218006614649164
68,8.372293668762541,1.2248818311289937
69,8.499223650267556,2.749342268831043
70,5.288310242311217,1.6953776510738117
71,8.3912738172207,8.687176838160559
72,8.2841228756507,2.206225577196519
73,5.085974424119585,2.243406693550118
74,8.341922764309562,8.589647841395292
75,7.942433313833744,2.4580023091655314
76,8.302263660419719,2.154642987687423
77,7.65138431215264,4.655910161411733
78,7.700426301082326,9.061630153036447
79,8.173620976957208,2.1921839463714603
80,8.119195550581784,3.8722290403058546
81,3.926793513190489,1.883126657642026
82,1.6393374866831434,2.5813782094500253
83,8.280498631201604,8.965269287521304
84,1.4373228447348556,2.321763777424851
85,3.6144153261227547,8.957372662364651
86,4.217606800882984,2.881727182381653
87,4.039576380089591,8.926005072054657
88,7.740520493913408,2.8582342803980105
89,3.9162318489111754,2.613178766438423
90,3.926758844417851,2.425417719641574
91,3.938822864716652,9.182115059551602
92,7.505367013445082,1.767962605186727
93,4.309777809063077,2.28667082350956
94,4.116333588202613,2.864853961046274
95,3.923712556873489,8.628452641162147
96,3.99233582365461,3.0337748513296243
97,8.303874403516577,2.329390250348528
98,4.190541743167065,2.9863938646922383
99,3.811787834486872,8.972807818282396
100,2.19019902943023,4.114122821919884
101,7.3555655246559235,3.2421193440640077
102,3.6486612882021996,2.313741115170732
103,4.065642783238142,3.856135772433622
104,3.971542005118033,1.8372661528124017
105,3.9012657717983914,8.798061262825344
106,3.2122456042081065,3.249470004468032
107,1.4563925189683793,8.812905790385964
108,7.700079365913415,4.2576971600841835
109,2.2482975199746003,3.664806641934909
110,3.5883780366949614,2.8204279273152615
111,7.529524974479324,2.852174181170534
112,4.304126540005428,2.0971902447036723
113,7.558275669847366,3.13522723006485
114,1.7107806046220007,9.186054306386879
115,7.4200211955651625,2.1127726692162847
116,8.10611921209402,3.856444133457494
117,3.583393777350684,3.601276152989011
118,4.280728000219834,2.4435839959875705
119,3.6052050352831317,8.874443897632707
120,8.125818657936499,9.68247789650755
121,7.630907783381729,2.947244364338883
122,8.138432531260488,3.8959621554407815
123,7.5258948012043385,3.4218742133420057
124,7.672244646532832,3.7986522079095075
125,4.121620922740991,4.082180188913334
126,7.941500604403644,3.60271544128587
127,4.145324388745386,9.030554723579849
128,7.545654367894807,9.209145191592627
129,8.143678873051922,3.040770832246059
130,8.351866113518913,2.71060255228344
131,3.9684682113742187,2.579707955589698
132,4.110151676369289,3.1686358782635735
133,7.715507075101232,8.982401748338665
134,4.094511499193532,8.83707071809878
135,8.186602246750084,8.793592577640862
136,8.318371402225534,3.7057877478461125
137,3.8263272514092375,3.313957399774274
138,4.099285874308785,8.957658860657068
139,4.002135829315426,8.958299628706481
140,4.049340613666078,9.15288279021096
141,7.938835604725694,9.057744954316183
142,1.7199312638543105,3.9595885889849014
143,1.519887567248783,8.97366422660115
144,8.05068943568998,9.257610883377449
145,3.979899810249362,3.602340987803683
146,1.5608323302731104,2.7882300848772528
147,7.700911927063821,3.7765097855578826
148,1.3411414744624344,9.10354955393964
149,2.187323688097439,9.173058408776534
150,7.584450291867083,8.695852238525296
151,1.7849599360869464,8.6773522947118
152,7.735268485398225,9.363180000004824
153,4.389731680106151,8.57030282243133
154,3.6639887071400876,9.198112197019928
155,7.707470519795545,9.360283258542907
156,7.572151837344063,9.23959306505077
157,7.446690698796514,9.102129887926695
158,7.915168893935459,9.494521961369797
159,4.298130786087549,8.662156943896187
160,8.343633420785714,8.937017749153046
161,4.11559477927602,8.883216620816105
162,7.647878329191978,9.279799054593637
163,8.228609963734671,8.543948395905867
164,7.4379116578129505,8.759062561925901
165,8.025815879519996,8.83742550826287
166,7.910972938053735,8.705459577098514
167,7.4885276943858035,9.18951248308081
168,4.280563971643368,8.367461259934085
169,3.4905649837208563,9.313335122064839
170,3.4987770743267195,8.84862644815388
171,2.1750260408572055,8.554782768469185
172,7.882985426454768,9.692154794117485
173,8.190274237877947,8.603850693832277
174,7.629475288083532,9.139765734445557
175,8.401610289660265,9.354642594499923
176,7.638256200333955,8.249195756682246
177,7.566937987750585,8.926339754477981
178,7.5775010413592785,
179,8.357157855409861,
180,3.782367099116713,
181,7.483637664246585,
182,7.75138221732322,
183,7.819027980362409,
184,4.103267000748842,
185,7.721029260088868,
186,8.075092964250006,
187,8.442256274061993,
188,7.590017870074257,
189,8.100865109571973,
190,7.652050936768079,
191,7.5343794915740565,
192,7.973510798620144,
193,3.3924646004543213,
194,8.169679635659586,
195,8.024439770637159,
196,7.657697340129891,
197,8.446057763628856,
198,8.3776451744866,
199,8.411666627891158,
200,8.466955658799112,
201,8.041529062072334,
202,7.6025318986241075,
203,8.459453016854171,
204,5.400813730708541,
205,7.69384768746858,
206,2.182210447357485,
207,7.586063671662955,
208,7.543864552683268,
209,7.924428643884776,
210,7.59940710327357,
211,7.891625636577252,
212,8.313171886905502,
213,3.720523345018376,
214,7.628897343636477,
215,8.0939645958185,
216,8.238530780079676,
217,3.987343972234719,
218,3.4805735099114443,
219,4.182443750176506,
220,5.468232337241525,
221,1.5416702133860696,
222,5.082056761715888,
223,5.440140426774009,
224,8.307897850793516,
225,7.75575900998958,
226,8.131386913444278,
227,7.933920655768722,
228,8.24451731908382,
229,8.263346673020367,
230,7.5576928228662865,
231,8.47156119608192,
232,5.332974653599308,
233,8.226397470936599,
234,7.955995220196513,
235,7.797774984542145,
236,4.165497782372001,
237,7.589621672185169,
238,5.32944348227234,
239,5.275236745516155,
240,4.033443017862245,
241,8.360789522144524,
242,3.7206256383202416,
243,8.264814593328397,
244,2.6027149299591694,
245,3.8903829980585614,
246,8.211926404563236,
247,5.335559834628812,
248,8.088091898648926,
249,4.96192209045509,
250,5.0238764725034795,
251,2.2810516667177154,
252,2.281073674404433,
253,8.595636424280013,
254,9.026376325760486,
