,6HLL_lig-to-AF_6E59,6HLO_lig-to-AF_6E59,6E59_lig-to-AF_6E59,6HLP_lig-to-AF_6E59,6J21_lig-to-AF_6E59,6J20_lig-to-AF_6E59,7D77_lig-to-AF_7D76,7D76_lig-to-AF_7D76,6D26_lig-to-AF_6D26,6D27_lig-to-AF_6D26,7CX4_lig-to-AF_7CX2,7CX2_lig-to-AF_7CX2,6WGT_lig-to-AF_6A93,6WH4_lig-to-AF_6A93,6A94_lig-to-AF_6A93,6A93_lig-to-AF_6A93,6WHA_lig-to-AF_6A93,5YHL_lig-to-AF_5YHL,5YWY_lig-to-AF_5YHL,7D7M_lig-to-AF_5YHL,6AK3_lig-to-AF_6AK3,6M9T_lig-to-AF_6AK3,7E2Y_lig-to-AF_7E2Y,7E2Z_lig-to-AF_7E2Y,6RZ5_lig-to-AF_6RZ4,6RZ4_lig-to-AF_6RZ4,6K41_lig-to-AF_6K41,6K42_lig-to-AF_6K41,6PS8_lig-to-AF_6ME2,6ME2_lig-to-AF_6ME2,6ME5_lig-to-AF_6ME2,6ME4_lig-to-AF_6ME2,6ME3_lig-to-AF_6ME2,6RZ6_lig-to-AF_6RZ6,6RZ9_lig-to-AF_6RZ6,6RZ8_lig-to-AF_6RZ6,6RZ7_lig-to-AF_6RZ6,6KUY_lig-to-AF_6KUX,6KUX_lig-to-AF_6KUX,6IIV_lig-to-AF_6IIU,6IIU_lig-to-AF_6IIU,5ZKP_lig-to-AF_5ZKP,5ZKQ_lig-to-AF_5ZKP,6ME6_lig-to-AF_6ME7,6ME9_lig-to-AF_6ME7,6ME8_lig-to-AF_6ME7,6ME7_lig-to-AF_6ME7,6Z10_lig-to-AF_6RNK,6RNK_lig-to-AF_6RNK,7CKZ_lig-to-AF_7CKW,7JOZ_lig-to-AF_7CKW,7CKW_lig-to-AF_7CKW,7CRH_lig-to-AF_7CKW,7CKX_lig-to-AF_7CKW,7CKY_lig-to-AF_7CKW,7JV5_lig-to-AF_7CKW,7JVQ_lig-to-AF_7CKW,7LJD_lig-to-AF_7CKW,7JVP_lig-to-AF_7CKW,7LJC_lig-to-AF_7CKW,6PT0_lig-to-AF_5ZTY,5ZTY_lig-to-AF_5ZTY,6KPF_lig-to-AF_5ZTY,6KPC_lig-to-AF_5ZTY
0,2.7827984026134716,3.4660340138251207,6.637135655189051,4.505519237251058,3.5088006804270186,3.456672459111364,3.024955757888796,3.3527435075262897,4.316834983762155,1.8771026529042536,18.694846234068127,18.02277332365632,2.452308359718587,1.6882246924140831,6.1570162924745375,4.030506310321662,5.300479024546358,10.010548052096285,11.644152234939588,8.012062227863474,2.262246902692967,2.0493728264887037,7.7772167313697915,28.065909958264918,19.195138183475,15.973851881638119,5.862986093436057,6.053297852044416,1.4361636494959935,4.4154045997074896,6.407166719794992,6.858715721501014,1.4705911506656537,5.136701026463013,3.7899394728263625,4.110278227616641,5.042758760033718,3.556632024843088,6.593390789096068,5.398446791847988,15.260402266580662,3.8943965202682453,1.9021315946096429,5.303688947446402,3.0875521189269026,5.260118673083896,5.399015097752863,11.651404408597369,11.595408386030602,2.14831233046772,8.039175741995347,1.6148260304891748,5.47787506153932,3.3256225884975192,7.726552846216214,3.295622950378706,0.5199187389896135,2.3613398168633815,4.03371675241657,3.417260282717957,2.4886227260637743,8.69761921904986,1.223023070523455,0.728942051045945
1,4.190156172618498,7.17362428347337,7.434034309666345,7.200835048383619,7.086798876333293,7.045866088061692,2.9172487984930062,5.72183665822523,2.3932354689480158,3.3973073673718233,,18.18516104844895,2.404735744373017,1.0157728346044579,1.0110962655165883,10.572759847385663,6.214717148220277,7.551484280771264,10.780835093145397,6.879779427884946,2.066057602277457,2.34629582058144,8.428861825756817,28.06487335633312,18.800487277835934,9.241181473888288,5.506994622409856,5.696350229634105,1.7214895429630246,4.9098229090097325,6.8751138406096635,6.1809741416313315,1.7657496956983534,4.7626114916559965,3.9140644269233644,4.127292122177067,4.66733556791326,5.351431098601679,6.5926730444969435,5.4426218364096695,15.317534689608166,3.9388757458793884,2.968889519907074,1.1872785117824685,3.5440863437871806,1.1887296837344075,1.2693397054797404,11.626845380667646,11.317533763372417,0.9308199670038234,8.781351894378217,1.4498673096991,3.9906826926783667,3.280939345085392,7.734061189332637,3.48120021800629,0.5377920483825968,0.9931953961882577,3.474037852648531,3.613739601291426,5.869949209076033,8.720067764083847,1.0781108816301201,0.7018157019966379
2,3.9862354187025995,10.565943082109658,7.24773623633717,4.5068070135615175,10.52121680955091,10.529334122412957,1.7891964968439704,4.178925578030242,4.0367874951552185,3.064548853401829,,16.974863554492856,8.246667165508095,1.1616663200244763,1.14795678972211,6.142646235390926,5.180303024505542,8.619795610113561,9.975107585476662,7.018863503957998,1.4258422035190155,2.1215170108941006,8.180924136152758,28.169951229050625,18.654789250494538,10.704642881891518,6.250985406686068,6.433804210374888,2.184508275657884,4.4621538085282735,5.105700250321959,6.53892972057501,2.2107144209073355,4.225523356337771,3.525288528626855,4.758340062212652,4.170187681438368,5.844314009491185,6.556207299383674,5.5390180911502735,15.657563369833765,4.118504486367314,8.13335157645829,5.609299922436878,3.573922587499048,5.563236108790215,5.720709147824269,10.996374346957912,11.989805950983426,2.3533826413197625,8.631272619681264,1.452761303761485,4.4693877431172515,3.4043532082028496,7.962539167087314,0.9760919359501482,0.4648152986887344,2.180812124263529,4.078370867780776,0.783747848016601,4.254673727006331,8.738640134352092,1.2255514449880267,0.7174473530024874
3,2.2560838647362944,6.516808377895626,7.322143493813303,2.1214674668899964,6.355485254063932,6.418107447621259,3.174135282651898,5.369784247742426,4.059834002038669,6.532578413535558,,18.663379010182044,8.022604903900291,6.335567400905807,6.115613391637973,9.851539423494485,4.827400578894072,10.08510875581623,10.135665688762346,6.967341138917037,2.1151680653992577,1.9980611043705307,8.373135909798025,27.993197396607616,18.65249736460806,15.94568928507118,5.585190506643711,5.792162690773474,2.3734471429639505,4.296291127579664,6.590637322115412,5.845509901912834,2.4391335903494507,3.1517108500999664,3.71714036663216,3.443250154141733,3.1072356837672115,3.5085164116775043,6.428705553793068,5.433579716874065,15.3104072223844,3.734884690500895,1.212092191991828,2.599030646712707,5.568568014873001,2.644531376182621,2.6294190695707083,10.977656298239763,13.795282933582659,1.9796123399072363,8.871079790018781,5.846338632588408,5.4758517503338275,3.422440072362959,7.907764252791949,3.02148284512415,0.5083868734333119,2.1900471174345904,1.1158291855380646,3.137008572296782,2.498228964847054,8.732921521661149,1.1990778647555767,0.6981004214895319
4,5.325824440583594,6.767733875340298,7.440524075599629,5.326899194372832,6.6216354135125135,6.6796097836906085,2.8948028976590363,3.635633410931689,4.008653570367609,3.4357659144879262,,16.892495552576246,2.1583048026904033,6.2550865299046965,0.9324143498649333,4.408947953912252,6.3743342975260875,7.261578943810431,10.583872150768151,6.936414969902979,3.2474160559071197,2.0552234576791353,8.598506315073694,30.406210085598467,18.200807351784228,18.576782694894252,5.506690369011366,5.679318289467727,6.902895854953103,4.465224188298006,6.720422361884966,6.677378536959442,6.882136768649179,12.298158763630964,4.077308415238589,3.48780211243563,12.244171376318363,5.183905957424532,6.439008057099855,4.708508584293052,15.448467708026762,4.106519848587568,1.1373315302473983,6.482858147930454,5.875328544690044,6.582831116750328,6.458417140470193,16.30327161241046,16.11946200723812,2.1328744001245896,8.95555774036757,1.619527952343285,5.067248621125257,2.146610975121921,8.327324172396558,1.1623988201161002,0.5255852931610161,2.324941046909621,1.0579200450787642,1.0906012506605034,8.03977836347904,8.743267801559396,1.2823064321982882,0.7231573997603173
5,2.49220199293893,6.257781558285681,9.380581438209262,8.469146319884805,6.2122705153382025,6.200828111251956,7.253926587598393,2.456566644023712,4.146519819442815,1.7945041234741324,,17.073250579570658,2.9600900794795777,6.336011658395481,1.7548759504524554,4.4194972779431225,6.0995772768749275,7.683090734521944,10.535788890514096,6.857091883361768,2.971759105452007,2.297554607634253,8.500316003128923,30.30314766481556,18.100738594814874,18.20373023796498,5.900175074753895,6.071952120870139,2.148055647086716,4.606768684570455,5.147057673668375,5.887044861737947,2.1957848487727873,12.268223151085623,4.2534191486591135,3.511971279901042,12.22393369558065,5.373457680214011,6.542602001505254,5.537874016277926,14.853737779246288,3.9719135725794805,1.9004240113404154,1.0802120241650814,3.4287559677086583,1.0648929176550208,1.089732294936417,15.189538363474234,16.02453130466495,2.359952031177622,8.984945118520407,2.8874529017126687,5.5135989460345005,1.8519311755272203,8.185929842166056,1.0892848263080706,6.03368836719125,2.1761805406591916,3.557056809402754,0.9439562270069276,5.451889179121345,8.48176959388661,1.2394571365118148,0.7478116924817229
6,3.1539281717132965,7.23114119103242,7.649724179905306,5.334747454048525,7.0848155190477025,7.138500384173361,7.259133796181575,4.095382467648277,4.285485774005249,2.86807246339877,,18.62266339099489,7.298984324373292,6.10971617329896,6.064765166870947,4.444904292736563,5.261123337202893,9.369650983976879,7.875152464395157,7.337266765256707,3.811638451671623,2.012107714449015,9.37957380610915,30.03555895232627,19.585902755076514,18.51904523730993,6.074325868614595,6.278720082782779,2.6993876166750423,4.983220042352044,6.529635624455527,5.871346885713268,2.7638823937334807,4.237248660835049,3.2761915857432915,4.777835453660925,4.17533881787963,5.7229966408469375,8.936367649989174,5.234253037323884,15.318654108866895,3.9625295396039903,8.816676143240297,5.075183801061931,3.26461563599892,5.1050380114176965,5.101125440351569,16.85532041778189,12.274425210201995,1.3084980183147525,8.858397468280183,2.897813177929219,5.146921667045546,1.0835471239255887,9.241111438828995,2.2820908786668714,6.025309804142568,1.3769024376773473,3.65599124264352,2.3767014221861773,8.115679214874541,8.751417558539927,1.0759583344218115,0.5957225997019548
7,5.337638528657709,7.328256728486945,7.383962579296749,5.215978147646007,7.227305132301428,7.193224738164929,3.0196639070207545,4.3180491540908665,4.300037691091637,3.383137488511498,,17.753713854693192,2.9932862740035473,5.18289230505332,6.232309333455223,10.524848828693889,6.096550869179402,9.326273565902788,10.138127745749356,7.500895693430447,1.645284008513482,1.9765162719551042,7.927278875813469,30.69755981957576,18.56855401437729,9.343458884833943,5.831223575573911,6.0513488891010665,1.5065590534305529,4.914253509047133,7.460656872779311,4.6016304347422095,1.5249718916621413,12.266155961990833,12.296110878072886,4.731432457016099,12.212088758439146,5.479283941396935,8.815200051414402,5.587251285138859,15.294221108006028,3.9010589421112076,2.993072388456504,1.20806437732218,2.306237357840221,1.2471083161180432,1.2778820872303418,15.325245987011753,16.537351430797344,0.9121683664852968,9.03661262409608,5.8737114807046344,6.23688737923544,1.8095638264207832,8.674115057118717,6.293763765290988,6.143548533111728,0.9175411001728774,3.301735430484053,6.24500437657422,5.463312849475622,8.429660354499307,1.2247416469229546,0.5231461698899756
8,2.9974551848548585,7.026512096527271,7.465575133270617,7.061639104814924,6.849094077126102,6.909209795899826,3.130325735219487,2.3223594042224667,9.873849841884436,1.8240981338591338,,18.313888209047853,7.878987060753103,6.14121882143211,6.341382845537442,10.877135286630441,6.597964313191905,9.751419893968613,9.8153916055027,7.1103631659727595,1.7860382304046116,3.382055003315003,11.086038002673936,28.672151453261243,17.80066228384928,18.47123786928069,5.477894691561726,5.692692088178772,2.18064879253794,4.58664485347027,5.355317663396163,6.15604152147827,2.271018077987415,3.2414552899749576,4.190971718768453,3.53170894479243,3.1566348839957215,5.518099587712588,8.932750327659223,4.6707991666871,15.583716571616103,3.912480316203776,0.6413788951137056,5.307835401583447,6.415198689095287,5.2593112178834875,5.405699285996518,15.778161186091545,16.698935765043906,1.5075411456057735,8.878937340037675,5.873617319110216,5.484724690308999,3.4315644624328048,7.942473641543547,2.281164109088821,6.052269150996599,1.2371474920927032,0.9131947333517192,2.376063770592313,5.6086729638296156,8.378909907592545,1.0206402982142109,0.7831724140680911
9,4.4290144714545026,6.984309309236903,10.051154839767577,6.447886521676222,6.8308407892369125,6.872070555729951,4.645113864535073,2.250249520832165,4.530354852803596,3.1017640338374455,,18.766000865392552,1.1732053186835518,1.7937365902730462,1.065639759370441,5.342102228018035,5.651043049118566,7.606391452839846,10.05379702294135,7.706243771680931,2.196679841918233,2.0745177317027848,10.49992564820352,29.92293800935047,21.06527408012661,17.78428140094415,5.673003278716533,5.6669471801242235,1.533262713876806,3.918965112498995,5.031199036713267,5.64577330865803,1.5588165516250798,12.381841850625648,3.8405930122805096,3.652493068951445,12.337494366386276,2.41073014885675,,4.650173669399977,15.255042915530101,1.7464948123937045,1.9229055745825046,4.93122931312961,6.24480199423198,4.952089752092087,4.955384530325099,16.59408440107123,15.803090321905877,0.6778386045307465,8.30092556410458,5.745987264149353,4.147261871072717,3.2857192435178746,7.811287581255201,5.45455014319317,6.102317312107527,0.5451746093145535,6.338599017574912,5.408580077917732,6.856281859422314,8.732057944225176,1.0718573941180727,0.8372204380310256
