,6WGT_lig-to-AF_6A93,6WH4_lig-to-AF_6A93,6A94_lig-to-AF_6A93,6A93_lig-to-AF_6A93,6WHA_lig-to-AF_6A93
27,7.236566865442122,6.099813002401819,5.030716858542189,11.025926513852177,5.950578873823136
28,4.236632362904036,6.7351923596215,4.792064948879497,4.63128563861124,8.319150472449806
29,7.296808480654981,6.006687960579066,7.052528934391294,4.7411190418335885,9.359771483229164
30,7.2025137542888515,7.679515633273731,4.724239966469618,11.021882683783604,6.872426344569514
31,7.382790431262373,6.284978092204393,5.044811779783135,3.991369237873285,7.9727006413472425
32,7.3060958542781895,8.822058150019831,5.279868200279939,10.99170155600605,6.814420385828563
33,7.2758046121612985,6.556426636799894,5.200083193525093,4.26041425324098,4.909268527695689
34,7.29228954492658,5.354523709451578,4.984714506667517,10.970160225087378,5.299135313749856
35,7.097253982820917,6.262443599181932,5.718548743831853,4.078421147335008,7.045507872603218
36,7.192613045384626,10.128971769527157,4.88374761135851,11.46166946244305,9.765287157738424
37,6.487197510589209,5.452380915881313,6.7099021752290176,4.97791788579859,7.713669949156161
38,4.286128876048482,7.089777212260794,7.151252416595365,4.982340556430615,6.568932736145102
39,7.134775821999761,6.653835848909506,5.538087260065736,11.110121791775576,9.226573174437355
40,7.119932854745252,7.272938192693811,4.886085862396439,5.218826220468328,7.8075417014525135
41,1.8013837680056772,5.530380779374332,5.670281638196618,3.472441997657043,6.558573360848489
42,7.444419584332653,7.395708316497776,5.036396717486608,4.320553950489338,7.7011534410874996
43,1.7188250565297383,6.519186508107338,6.037710097384751,10.01023548169266,6.40176629661714
44,7.181803759789809,6.686096440854236,7.341048288618621,3.710925355330005,7.258062910277472
45,7.102354834277431,8.088514427383616,6.0302361688036585,10.320878890736461,6.553793689956073
46,4.238756131010768,7.3661544383334645,6.037191261315283,10.699556150053267,6.416536275297648
47,3.3185779164038833,10.254465928976837,5.9582150089196935,10.57628074433019,8.299960280670046
48,7.004722843969789,6.504945040243038,6.657499913549073,11.420490142821388,5.411705830710136
49,7.0336532809609364,5.1954866609048445,6.001156660544809,11.125621715433011,7.853592266271037
50,4.000546056535351,5.457887646526627,6.210589123082102,3.8743085004624844,6.984307995401195
51,3.406278912805696,9.727169356156027,6.330689117814096,4.001139755613967,6.407928057032303
52,1.5388124967907213,8.26698659339768,5.536420918276724,4.935746679972781,7.673351872174178
53,4.283815795637493,0.9987089147567385,7.025377533223505,11.024837402301783,6.8894558215235415
54,4.526833102127897,7.763719374957122,5.2973708145758795,5.417082587238304,7.625406264308663
55,7.048705691688298,7.96234818643813,7.336513251537213,4.029693336316392,7.662177750017515
56,6.690062546427407,8.682204218890133,5.263509462914018,5.159900824036127,7.6741212746616645
57,7.303403557812112,5.216559703786915,6.189900171803717,2.7661730710301784,9.203157860847455
58,6.900669859894472,7.809903526554994,7.546112870586069,4.994949183851779,6.4574824972034905
59,3.793766599318573,7.4385720266296,6.499370852948513,5.978947464037443,10.17001102745006
60,3.4093574237991624,5.8011449028501225,7.08573824433209,4.76934131029405,6.473847400376493
61,3.4445865437920364,5.843812448184357,6.862469413664327,9.72656020049124,7.176285949968707
62,7.10380149888343,7.5036944930610545,5.131565241954832,2.9152293223459793,8.432831827880866
63,7.316142005484801,8.36087405042476,6.814367014083841,4.734026507397422,7.1608201250100665
64,1.6273604283090994,4.940197561076101,,5.144353615793549,5.458605569073475
65,6.668015320901521,7.662727134462135,,3.215397317057354,8.65054579598714
66,6.679825429017681,4.779349588911772,,10.975259145301616,6.437166611748108
67,6.4666801520144395,8.332917061854047,,4.3315836071460705,7.72506058491698
68,6.348708315295128,6.318101735718907,,4.954827568462839,8.464857850386329
69,7.285056130930889,7.2134600425724456,,3.5422480931239693,7.97276873971969
70,3.8304894892597665,5.589606708014367,,5.50370901699347,9.368831109476453
71,6.610984942353475,5.428070123639835,,3.340721361461449,6.479912833869154
72,3.8625560329137896,8.987568072778778,,11.327330089113328,8.557554334938057
73,7.043268487980106,5.66761985893419,,4.277955270413576,5.0646618527756875
74,3.431229938341274,5.476705220898442,,4.368137745716222,9.532682673453191
75,3.4442417512259027,5.782983068722391,,5.792958501084929,6.819629038130785
76,6.7128612850866505,6.91067515376711,,4.138190879050655,9.076529355610942
77,3.7019925247423293,7.169998684653433,,1.5623908967011852,8.861282436679645
78,6.50758917636441,7.306515469150329,,3.478516473449982,7.968593225092937
79,3.615917343890022,5.349345068678551,,3.192777509817891,5.568368294855189
80,3.910011800208441,5.878151515047637,,2.0617498964334713,5.295583169855615
81,9.075161236466657,8.048617510896356,,10.538208962392345,8.445057955371567
82,6.600942612845709,9.738329267566725,,4.999574631412476,6.277903993263336
83,6.0539854269341244,6.8891606078997,,5.109980729129396,6.477715394731393
84,6.587382178249152,7.575757841199367,,4.983109957486422,6.085047576972577
85,5.992619283570882,7.576743430724996,,4.330425598483983,5.371564490714778
86,3.798838970654823,8.061483713384508,,4.4040342223496705,7.116784909398905
87,3.737586584742264,8.024516123293674,,6.197658099950362,7.159143845287666
88,7.477046401328797,7.680333712618576,,3.263176779140223,8.917564706684905
89,3.5821331893592516,7.786190764534489,,5.010342669067842,6.931696627332405
90,5.875655665992587,11.270215377920495,,2.127513697782327,4.642870320174232
91,3.521152505121412,6.930565397709696,,6.047478367495124,5.844879611846066
92,3.850967510621433,7.973301813628266,,2.3895072628111844,6.542941753839227
93,3.5932509227146596,6.393214572758208,,2.478701364550376,6.376490288029196
94,3.8719898279987075,6.519068858468833,,3.217858098812506,8.628414158467146
95,3.5446121628626446,9.987487347254755,,3.4145383203932953,5.557979800934344
96,8.607157700624454,7.810415585385839,,4.321036307607982,5.4242732706330585
97,8.103859418394817,9.784652722589756,,5.329785340500087,5.678340628983912
98,7.554804919807474,6.242603678303619,,11.571668937754502,9.53934605355011
99,7.4600490263587655,6.408754389776789,,1.744846434727834,4.790059419053607
100,6.082727275712225,10.054879636294775,,4.577713201442922,4.818044846540699
101,5.516732927155237,8.609599826697726,,11.185615533981476,4.6152990998719865
102,5.615912590642982,5.947576547752168,,11.53950331030146,9.379022316625955
103,7.282832498533972,6.110416672165836,,10.376062044080367,4.789488307014979
104,6.020508115671318,8.236635650412163,,4.475024694080935,5.116753370771268
105,7.6007304549271755,11.668182376508035,,10.945426439848996,4.842046192546503
106,3.1486534470236442,,,11.62750342334824,4.7105513495795615
107,3.4074647459736167,,,2.340816400613725,6.707218130064914
108,3.174775995957281,,,4.143782874437816,6.705842774932281
109,3.705559899092027,,,5.487859332724905,4.834767413769389
110,7.727736718530576,,,2.369041137590811,4.813832150009221
111,8.207767959007684,,,10.41938467059206,6.551273202089231
112,7.783712915990291,,,5.393041076612557,7.0645479176760775
113,6.1206725231889925,,,6.162956579706043,6.118509258118382
114,6.95639134607158,,,3.797138600437409,6.1987549863109885
115,3.782341075492047,,,4.166703270873204,6.31715864929102
116,7.687380465147933,,,2.903099519047771,5.185975480853505
117,7.6373755290098515,,,4.557031395834149,7.593498924330314
118,8.171181992274107,,,11.95101500060796,6.776021284514086
119,6.973139249041111,,,3.5910741374879893,7.88111184839559
120,3.6711965199930505,,,5.24270273118586,8.537098009918061
121,7.362082226379948,,,10.263981602619301,4.697681417967216
122,3.5256964681007954,,,5.148591868873964,7.723085583204812
123,7.580453640941181,,,4.161611377363521,4.47785935660337
124,7.552807612281582,,,10.607041789787692,4.837656162616926
125,3.974395247441637,,,5.0475055726696105,7.485681900148994
126,7.466368238918501,,,3.5848375090507236,4.827844926163829
127,7.754663036307156,,,2.5086645968098713,6.540925612149187
128,7.672628471278862,,,2.749757309820656,6.70613740867943
129,7.319338571562902,,,1.6652532171905774,6.713027698144064
130,6.365112313785473,,,3.9703510356041143,7.082691252359227
131,3.2772514638624206,,,4.0399508295077755,6.942308193690551
132,8.200020486736918,,,1.8868253480573223,6.874007096287163
133,3.824434341247076,,,4.748350036570869,6.469188847689398
134,,,,1.382528339926202,4.6784135817293
135,,,,1.9229110714652233,6.5217134480555305
136,,,,5.688869597354402,10.221358307533928
137,,,,3.513992197752887,7.732489317892212
138,,,,4.102009028730849,6.97863345891378
139,,,,10.410036004022677,4.615468417768733
140,,,,9.504838131550521,9.075090346498444
141,,,,10.80466247202543,5.362954044032911
142,,,,11.72903019100999,7.618869878799066
143,,,,4.008535378274538,4.847848454690874
144,,,,4.898580935922725,5.030101669586445
145,,,,9.988714253160293,7.15314048324273
146,,,,4.953086693088648,9.952536165969027
147,,,,4.601114972484814,7.602701156514
148,,,,11.284863344304085,5.437780873214168
149,,,,2.9222316368752725,8.31541431697568
150,,,,2.3756275969578438,7.505916816035394
151,,,,3.532435444201941,6.489249855928831
152,,,,2.1698791794909766,7.85023489532766
153,,,,2.4631512301855247,6.824916447143303
154,,,,12.025246010995845,5.0344147295397965
155,,,,11.917275520880166,7.125485509054825
156,,,,4.650660956671163,4.777747798721153
157,,,,2.9411239611043825,9.681649013824844
158,,,,3.5466709090179953,5.338758421040098
159,,,,10.473275074567772,7.034054159995986
160,,,,2.572947487178469,6.459047037242417
161,,,,11.234558979132077,8.65420971532302
162,,,,2.022337336947276,4.720498642193064
163,,,,11.71172256374776,8.609223468219252
164,,,,2.8455146735269987,5.448883139349356
165,,,,5.086803207818894,7.566342708199479
166,,,,4.958618150059544,6.252765641183959
167,,,,10.211924041255328,8.457074615594204
168,,,,5.000580825555794,7.0841892861356435
169,,,,11.655534562086007,5.047388058881553
170,,,,4.807567204160257,7.422123406493413
171,,,,4.782001059133583,8.525802268174294
172,,,,4.561281581875625,6.035206136387416
173,,,,2.5202559598879963,5.619327175895643
174,,,,10.25736203078844,4.68425192852209
175,,,,9.935447763345366,7.124264438707713
176,,,,5.2272681361382505,4.907855902313759
177,,,,4.887048511113857,7.54316395616169
178,,,,4.998221781937518,6.1717626007018636
179,,,,5.3753351317062235,5.5299564280825395
180,,,,10.14217188550919,4.836762536923212
181,,,,3.812197051285851,8.220861691813267
182,,,,4.88299425767778,4.85673869507851
183,,,,10.119869105885103,6.595809015575004
184,,,,4.310226654883518,6.685227736981379
185,,,,10.50322638709785,7.838316612512786
186,,,,4.826480951163854,6.632715915994766
187,,,,3.2375945334628766,5.441376287908267
188,,,,5.233024035213982,5.909798677082646
189,,,,4.844019625614347,6.852217046519723
190,,,,4.809303403897544,6.751556346437767
191,,,,10.25659913593621,5.157856495058291
192,,,,5.600436346849811,7.083397726822698
193,,,,5.8461915475999815,7.941090779994541
194,,,,4.193026940859106,4.952913080224545
195,,,,4.698094559762653,7.297511171807357
196,,,,5.965736538969006,7.747409679705707
197,,,,10.381744298131377,7.610271602234215
198,,,,7.523669917975944,7.371567059967139
199,,,,4.395222651608338,7.387057720920136
200,,,,4.535567971028414,6.682526626804565
201,,,,4.8174522586414215,8.306838857211151
202,,,,10.928103515285684,4.869093987617895
203,,,,10.872617142444431,5.606602582973028
204,,,,3.8466089833892396,5.007635745386188
205,,,,4.723805237272228,4.582900844172493
206,,,,5.522102941039944,5.415359770174205
207,,,,4.8727192591028645,7.283669460269704
208,,,,4.480402877194847,5.320271449623359
209,,,,3.4262733486348247,4.714637278090661
210,,,,12.700830281529132,5.176902118810212
211,,,,4.536875613273758,5.114806369959087
212,,,,4.803488055602638,4.6730193698921685
213,,,,4.382048464713233,7.115577919035295
214,,,,5.163116424856691,4.86871622420656
215,,,,10.738078119665541,5.584706993253513
216,,,,5.1114095219441085,6.853000104479564
217,,,,4.983875485844846,8.087590876433536
218,,,,4.732883447011184,7.08288881952377
219,,,,5.609643311249367,7.599431096636448
220,,,,4.937767819109225,6.753802293427823
221,,,,5.223415090374898,4.920331645891185
222,,,,3.834136645822725,5.600669309425297
223,,,,3.976009416102968,5.1063697450508725
224,,,,4.244543633081559,8.33691353346819
225,,,,11.048696005364333,4.796295047797002
226,,,,10.075349011099295,5.457537736563656
227,,,,4.91896044368107,5.232176562481605
228,,,,4.76618558016783,7.707230566427755
229,,,,10.597379519652074,5.339716584292457
230,,,,11.172206818041879,5.779579478105915
231,,,,4.2089223185646025,5.717374114377261
232,,,,5.982033296122743,6.202058250063838
233,,,,4.587000993717521,4.621393235912319
234,,,,5.014123302513411,6.895359613414202
235,,,,6.149345673684526,6.955488859157556
236,,,,11.098093440956397,5.240509859911675
237,,,,5.230184062815712,5.14462668893869
238,,,,5.440806697342086,5.644998389744092
239,,,,3.6621591789432313,5.347792608837034
240,,,,5.682130829670341,6.539492391241321
241,,,,10.947140646184513,8.371865421774302
242,,,,10.983312480320262,5.341078415760098
243,,,,4.080421343597431,7.263821839221038
244,,,,10.728268099452311,5.541425539863735
245,,,,10.955137322219926,4.740131028229549
246,,,,2.4245099143695343,7.179647233392817
247,,,,3.64956446468345,7.143946166723558
248,,,,10.820831485900879,5.319043072505488
249,,,,2.824537733666408,6.795961954766333
250,,,,11.307896406246533,4.975477316139637
251,,,,4.795217194238884,5.565586329239617
252,,,,5.4368090656940975,5.5627477438928
253,,,,4.309659254853292,6.372178068149427
254,,,,10.967899758532072,5.511747868279165
255,,,,11.011010855987767,5.459819854936341
256,,,,3.799763727063939,5.669180205918484
257,,,,10.732051328300544,5.244117661208124
258,,,,11.090317841529009,5.237535997679909
259,,,,5.26643846956185,5.444926632458461
260,,,,5.203749997169755,8.307997744499051
261,,,,4.321440012497316,7.552528849565963
262,,,,3.6421774191670977,7.179343287641996
263,,,,11.273075985974854,5.81103550772718
264,,,,11.541959909636649,6.315013634886396
265,,,,11.174100159002382,5.411313492357747
266,,,,11.381236434081876,5.4829461296106174
267,,,,11.189024779609477,5.554686152590015
268,,,,4.281927657893821,
269,,,,10.509652293026566,
