,1,2,3,5,10,50,100
7CKZ_lig-to-AF_7CKW,2.14831233046772,0.9308199670038234,0.9308199670038234,0.9308199670038234,0.6778386045307465,0.6778386045307465,0.6126298926532052
7JOZ_lig-to-AF_7CKW,8.039175741995347,8.039175741995347,8.039175741995347,8.039175741995347,8.039175741995347,3.71507759749476,3.71507759749476
7CKW_lig-to-AF_7CKW,1.6148260304891748,1.4498673096991,1.4498673096991,1.4498673096991,1.4498673096991,1.2167381715927854,1.2167381715927854
7CRH_lig-to-AF_7CKW,5.47787506153932,3.9906826926783667,3.9906826926783667,3.9906826926783667,3.9906826926783667,1.4844514520093726,1.4844514520093726
7CKX_lig-to-AF_7CKW,3.3256225884975192,3.280939345085392,3.280939345085392,2.146610975121921,1.0835471239255887,1.0710592528724194,1.0710592528724194
7CKY_lig-to-AF_7CKW,7.726552846216214,7.726552846216214,7.726552846216214,7.726552846216214,7.726552846216214,7.534209531732529,7.534209531732529
7JV5_lig-to-AF_7CKW,3.295622950378706,3.295622950378706,0.9760919359501482,0.9760919359501482,0.9760919359501482,0.9704766813867338,0.9704766813867338
7JVQ_lig-to-AF_7CKW,0.5199187389896135,0.5199187389896135,0.4648152986887344,0.4648152986887344,0.4648152986887344,0.4648152986887344,0.4648152986887344
7LJD_lig-to-AF_7CKW,2.3613398168633815,0.9931953961882577,0.9931953961882577,0.9931953961882577,0.5451746093145535,0.5411266760342738,0.5411266760342738
7JVP_lig-to-AF_7CKW,4.03371675241657,3.474037852648531,3.474037852648531,1.0579200450787642,0.9131947333517192,0.8724797246415238,0.8724797246415238
7LJC_lig-to-AF_7CKW,3.417260282717957,3.417260282717957,0.783747848016601,0.783747848016601,0.783747848016601,0.783747848016601,0.783747848016601
