,7CKZ_lig-to-AF_7CKW,7JOZ_lig-to-AF_7CKW,7CKW_lig-to-AF_7CKW,7CRH_lig-to-AF_7CKW,7CKX_lig-to-AF_7CKW,7CKY_lig-to-AF_7CKW,7JV5_lig-to-AF_7CKW,7JVQ_lig-to-AF_7CKW,7LJD_lig-to-AF_7CKW,7JVP_lig-to-AF_7CKW,7LJC_lig-to-AF_7CKW
32,1.0607935298881042,9.30765614089361,2.158067956124159,4.535397593954653,,8.672031867499904,3.0166610404168694,1.2010965883811737,1.1477441073277372,3.787032226821821,3.1307490130343343
33,1.3334157662416553,,5.88032965637743,1.4844514520093726,,8.40815960384124,3.5381238872916843,5.994063937500697,1.3341439688295194,5.518641921866416,3.5145972445971196
34,2.164749047903644,,1.2167381715927854,4.647992031777588,,9.350612388584645,3.7009709621585776,3.448635263383691,2.3915268188740684,1.3932188012195157,3.687014218531702
35,2.1581858113696932,,5.319910302263232,4.665777988656022,,9.362319313630303,1.2002122609957175,0.4727809990642076,2.2858881995384834,3.3117734544710187,1.005622798215166
36,2.2693391541684407,,2.15162765004621,5.088855213256334,,9.14022090679259,4.933397589664457,0.5903142604977443,2.4674523706235445,3.2608171301235966,4.907280181436314
37,2.108561926807812,,3.7894848471370928,4.628445165821729,,8.292947198557377,1.5618402950710921,1.1689346662578477,2.223587764823251,4.047636748074701,1.469373026578891
38,2.7892693296157516,,5.429005394554508,4.655607795006133,,9.284997707156515,1.88718302642343,3.4807867270363815,2.4529762522650196,3.735020548666068,1.887216880167396
39,1.1092833064382759,,2.822690943796133,4.714174916723564,,7.899915518117561,3.0929782736301563,3.4222387228964517,1.1136681734426106,3.4416006550659874,3.206796466395342
40,2.117345852730835,,5.373432208882683,4.1526319928284074,,7.534209531732529,2.279183099157908,3.467388473148278,2.1682912449804403,2.689442891943428,2.373192155312357
41,1.8124530259617257,,5.37713465036626,5.5258928829269465,,9.216300564636319,3.763775075826994,6.0252315634599025,2.322433398756456,1.775646498986112,3.752096893285892
42,1.3077597968152928,,2.5356751805900015,4.105351173096433,,8.68399764615428,3.6633941694991417,3.460741776170562,1.343488734652772,2.883464789668419,3.648408713199038
43,2.1031183433387457,,3.1044127217776385,5.356053398332338,,7.896313482802009,1.5388262088263245,3.4721822058731147,2.1627359423700283,1.398609439778391,1.4401929789852996
44,1.556050900409136,,3.1020638283278292,4.655483188975673,,8.63957101228926,1.0908475690240844,3.446894471183721,2.104984408165685,1.2363963290948548,0.8883151064598641
45,2.106462059018413,,3.837503949962972,4.013652207598106,,7.606788166277539,5.017359134491396,6.065713590623841,2.1681934285493596,4.168750400215733,5.000354671961199
46,2.280045367377091,,5.8284461271894505,4.594471010837463,,9.364963244817737,5.42066665842804,3.468061079439656,2.4924217035465963,5.397858688558634,5.350055524862763
47,1.431757182062753,,5.747529991504693,5.534588283940403,,9.458363894260248,5.323559623776682,0.7806497072849956,1.1098709704304648,6.234174038300367,5.259190284636256
48,1.4920339193278138,,5.840314469960406,4.315548410135306,,9.297279363736116,5.05399084480452,3.469009753333655,1.890275882038238,1.1258521487442308,5.040731913666214
49,1.4591052152362585,,2.913101957537138,4.171971572696905,,8.91924318682904,5.197338420295158,6.163318076889816,1.0680177967868554,3.731652468165179,5.156741794971523
50,2.0939913057653383,,5.788681728896414,4.27303193015893,,9.054208313923684,5.234717809466902,3.4637446566172434,1.9233837372253098,0.9078504448319094,5.1923342733624365
51,0.6126298926532052,,2.035188664982756,4.25493216315126,,,1.6214692508293211,6.058693672215046,0.902940441958132,1.2129286485739605,1.612037330838886
52,1.489024068534243,,3.6564684550559936,4.0945170021911075,,,2.272438007467948,5.997855394408909,1.8796809754243116,2.796621593005372,2.3658012426953294
53,2.165119628248537,,3.785354564722293,4.027544887482023,,,2.1013860025020157,3.4580538330734525,2.345883946791832,3.0037658897922768,2.137041794090809
54,13.91420811892067,,3.785575717762558,3.9095830377782645,,,5.304922445312631,6.13780806449882,13.615144958640453,2.933566749296169,5.257725944049584
55,1.6503526618357844,,3.648835279696244,4.0509512246256945,,,1.1338288360438067,5.076551791098686,2.0629143516762665,3.6699326663737883,1.056345529279603
56,2.1748886505724676,,3.6539075467266584,4.275557122779465,,,4.166770528097818,5.068792505796579,2.1360973776044343,3.8583681549046203,4.173112200752985
57,2.2722864961747278,,5.871941795468029,4.749822361527108,,,5.302051817198111,5.316605817321786,2.486521597652178,3.261714799408232,5.256709220412171
58,1.271266301204187,,5.871853318540727,4.493485646611397,,,3.635308927229987,5.1293316333096,1.7400163794518304,2.6169798810892297,3.6192887588934086
59,1.9885387678145683,,5.874039647608104,4.7534323776895455,,,1.5378055854837784,6.131527575279863,1.7525773734140027,3.417073144423556,1.4090203047604601
60,9.088676868946596,,5.873126141347115,3.901663613731272,,,3.759776536496271,5.395545554976157,8.976316671308533,3.4701332655581485,3.748603122674277
