,6RZ6_lig-to-AF_6RZ6,6RZ9_lig-to-AF_6RZ6,6RZ8_lig-to-AF_6RZ6,6RZ7_lig-to-AF_6RZ6
0,5.136701026463013,3.7899394728263625,4.110278227616641,5.042758760033718
1,4.7626114916559965,3.9140644269233644,4.127292122177067,4.66733556791326
2,4.225523356337771,3.525288528626855,4.758340062212652,4.170187681438368
3,3.1517108500999664,3.71714036663216,3.443250154141733,3.1072356837672115
4,12.298158763630964,4.077308415238589,3.48780211243563,12.244171376318363
5,12.268223151085623,4.2534191486591135,3.511971279901042,12.22393369558065
6,4.237248660835049,3.2761915857432915,4.777835453660925,4.17533881787963
7,12.266155961990833,12.296110878072886,4.731432457016099,12.212088758439146
8,3.2414552899749576,4.190971718768453,3.53170894479243,3.1566348839957215
9,12.381841850625648,3.8405930122805096,3.652493068951445,12.337494366386276
10,12.368299392214286,3.6971048130722437,4.3766791356625125,12.313885447488019
11,11.752031194089017,3.458707682856896,5.139102373708123,11.670540251275401
12,3.9179051116085764,4.464519754730685,5.003495566139992,3.8110135699683876
13,4.942004736107419,12.863128504559063,4.284167449596387,4.844674934650905
14,4.771567076451614,12.372361762370183,3.7303936049882624,4.6981259976575425
15,5.240570170954153,12.227088874871566,4.9619104489972035,5.158415453266869
16,3.057052985954631,12.199532638161699,5.464050927108532,2.982451104801475
17,12.363731991292669,4.001674777655274,4.715767736848876,12.32163786381709
18,4.540813122458154,4.2351887251296185,5.746112419120776,4.45304528670521
19,2.9254626615173573,12.315961103296567,4.019989768473949,2.8339674709248546
20,3.534829577882873,4.2938699997443575,5.299552297675283,3.488114575067069
21,3.2891115022628536,4.474494261821699,3.909616497301482,3.229299457865829
22,4.941149784442266,3.1709911586505717,3.5613009714881665,4.842383986844843
23,3.0389123855718796,12.304732017121276,6.6973534114073,2.980018769935105
24,12.221885949865488,3.2183295842936603,5.281976209557644,12.173322123371625
25,4.625754918422357,3.2281788740267943,3.87619549949142,4.568796209231224
26,2.865708142137617,12.28791723009534,3.743793725017451,2.7873989534914525
27,11.628079512867833,12.137754941280823,4.7241284471311005,11.548147284440521
28,3.4962025694338363,4.238473432939146,5.2502951453035385,3.4126571287422527
29,12.445765900110198,2.6539440389421065,6.886831638203594,12.405863023576618
30,12.2282571720448,4.885042867110442,4.696702483185809,12.177250147788788
31,13.421428069769377,4.481917869088351,13.442923311555608,13.354584119777362
32,3.1895973974415908,4.504709510178791,4.018092162758558,3.1003346534222325
